Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR6399797,2018-09-20 00:09:36,2017-12-21 00:44:32,72344079,20927901227,72344079,289,6355,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399797.sralite.1,SRX3492650,chaoexpo77_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776251,SAMN08215942,simple,655179,air metagenome,chaoexpo77_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,3090757A02828790758F5D0AF1F69936,46957DF14235F3FE76214465A7641BAC
SRR6399959,2018-09-20 00:09:47,2017-12-26 13:36:07,59794573,17638365809,59794573,294,8007,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399959.sralite.1,SRX3493055,chaoexpo77_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776657,SAMN08215939,simple,655179,air metagenome,chaoexpo77_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,C6976E001D6F729A56A549FC70353C25,F093BDED5FDE8A483284FA2A79D15F8B
SRR6399958,2018-09-20 00:09:47,2017-12-21 03:47:05,57091780,16879289337,57091780,295,7688,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399958.sralite.1,SRX3493056,chaoexpo77_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776659,SAMN08215940,simple,655179,air metagenome,chaoexpo77_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,1F2AC481602F3308E6844AA6B245DEC9,F29C4B7AEB3618171171BF39DC65D342
SRR6399800,2018-09-20 00:09:36,2017-12-21 00:47:46,59122129,17526708172,59122129,296,7374,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399800.sralite.1,SRX3492647,chaoexpo78_I12,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776248,SAMN08215945,simple,655179,air metagenome,chaoexpo78_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,4788795A3603205791A292EDC3CC6D90,C2DA6F95CF2B40C9FB86065FB7E9D875
SRR6399972,2018-09-20 00:09:47,2017-12-21 04:50:54,53165809,15602180470,53165809,293,6846,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399972.sralite.1,SRX3493042,chaoexpo78_I15,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776644,SAMN08215967,simple,655179,air metagenome,chaoexpo78_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,3747B78172F835AA813C634F392D18BB,FAA967D1F3045BF0BA9EA9E4BC5DAAF6
SRR6399948,2018-09-20 00:09:47,2017-12-21 02:48:05,65572125,19462924009,65572125,296,8195,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399948.sralite.1,SRX3493066,chaoexpo78_I5,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776664,SAMN08215934,simple,655179,air metagenome,chaoexpo78_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,8260630C47AEAA0CC88B264996A9DEE9,F2FE6014F640E379390EC6D2AD84F086
SRR6399947,2018-09-20 00:09:47,2017-12-21 03:38:37,59946693,17773420052,59946693,296,7469,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399947.sralite.1,SRX3493067,chaoexpo78_I6,WGS,MDA,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776670,SAMN08215935,simple,655179,air metagenome,chaoexpo78_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,5AFDBB8BDBAA3CB6F33FEC7009B184DB,445CC1A38D286FAE1C46FD501FAABB58
SRR6399660,2018-09-20 00:09:40,2017-12-20 22:13:15,39791745,11744931359,39791745,295,5133,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399660.sralite.1,SRX3492787,xinexpo01_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776388,SAMN08216006,simple,655179,air metagenome,xinexpo01_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,7772CF9D6B1E7DDFE29F422CCB38D2CD,650DEF8A3DAEC643480F6A20441C314F
SRR6399702,2018-09-20 00:09:39,2017-12-20 23:13:09,32804154,9644885792,32804154,294,4250,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399702.sralite.1,SRX3492745,xinexpo01_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776347,SAMN08216016,simple,655179,air metagenome,xinexpo01_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,6A219044485085DD74E5F4C96071455D,A43C804F6B32565EF78D66CBB7FAA842
SRR6399479,2018-09-20 00:09:45,2017-12-20 21:06:30,57015422,15554299529,57015422,272,6964,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399479.sralite.1,SRX3492968,xinexpo01_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776565,SAMN08215991,simple,655179,air metagenome,xinexpo01_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,DC86A28A806D2A6815996D24D710E310,01AE142E80BACED0982D7A726EDC83DA
SRR6399791,2018-09-20 00:09:37,2017-12-20 20:18:20,26606756,7657797312,26606756,287,3535,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399791.sralite.1,SRX3492656,xinexpo02_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776258,SAMN08216083,simple,655179,air metagenome,xinexpo02_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,63F07B1A3BDDA753849D0301A94CB8B5,A616E7C0E429966C53A6B1C96939F075
SRR6399630,2018-09-20 00:09:41,2017-12-21 02:50:12,25213740,7298951336,25213740,289,3350,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399630.sralite.1,SRX3492817,xinexpo02_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776417,SAMN08216098,simple,655179,air metagenome,xinexpo02_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,48A3E90972630212F312F54E6F910C12,2CB6AC9745F83B90BEFA9C3124FAC95D
SRR6399961,2018-09-20 00:09:47,2017-12-21 03:59:37,39241419,10614814860,39241419,270,4826,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399961.sralite.1,SRX3493053,xinexpo02_I5,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776653,SAMN08216038,simple,655179,air metagenome,xinexpo02_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,349A7D2F34A3CA4D66DA85E8A04699F1,F95E4418467401923B3E76149BFA7D4C
SRR6399606,2018-09-20 00:09:42,2017-12-20 22:09:27,74754368,20493834541,74754368,274,8906,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399606.sralite.1,SRX3492841,xinexpo02_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776442,SAMN08216077,simple,655179,air metagenome,xinexpo02_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,36673ECDE26FD4BAC214C080BBB48AC8,19160A579E94B7168BC740E46A6A3F70
SRR6399662,2018-09-20 00:09:40,2017-12-20 22:15:15,47495208,14070154785,47495208,296,6132,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399662.sralite.1,SRX3492785,xinexpo03_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776384,SAMN08216008,simple,655179,air metagenome,xinexpo03_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,6AC48462E8EF4B7FFD00C03E042EED49,3EBBF21FF9E47FBFA0AC0CFED359A1D5
SRR6399697,2018-09-20 00:09:39,2017-12-20 23:08:57,43434063,12882067011,43434063,296,5542,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399697.sralite.1,SRX3492750,xinexpo03_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776350,SAMN08216011,simple,655179,air metagenome,xinexpo03_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,5F28F3F49322396C0A2D48282F0BEB4E,101204B18CC70E5D57311C5C3678F8D5
SRR6400009,2018-09-20 00:09:46,2017-12-21 05:19:26,54688628,16090470493,54688628,294,7127,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/400/SRR6400009.sralite.1,SRX3493005,xinexpo03_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776604,SAMN08215989,simple,655179,air metagenome,xinexpo03_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,F53438F7F8899BC9E8FCFBA9E17E5061,CF9949AE5235B2C108420FD177E58D9B
SRR6399792,2018-09-20 00:09:37,2017-12-21 01:02:43,56080005,16402968937,56080005,292,7113,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399792.sralite.1,SRX3492655,xinexpo04_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776257,SAMN08216086,simple,655179,air metagenome,xinexpo04_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,5325988D8ED29E97DA93BA0165AB89C1,3F187836D1A8420AFAB2191DAE8B1F75
SRR6399628,2018-09-20 00:09:41,2017-12-20 21:53:49,52735883,15512605888,52735883,294,6747,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399628.sralite.1,SRX3492819,xinexpo04_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776420,SAMN08216096,simple,655179,air metagenome,xinexpo04_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,31BA29F24E1BA17B26DF2D9326CFB73F,A2C743E1D95FD1AAE1845A198E342ED6
SRR6399964,2018-09-20 00:09:47,2017-12-21 10:56:58,44783876,13299224714,44783876,296,5625,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399964.sralite.1,SRX3493050,xinexpo04_I5,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776651,SAMN08216033,simple,655179,air metagenome,xinexpo04_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,BE1D289E8FB68EFB21E712313277B6FE,051DEC1EEFB21183F37AF15DCDEA684E
SRR6399817,2018-09-20 00:09:51,2017-12-21 01:07:09,47042986,13981121542,47042986,297,5934,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399817.sralite.1,SRX3493197,xinexpo04_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776800,SAMN08216070,simple,655179,air metagenome,xinexpo04_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,9CDA328FDE25EBD7080A83B5FDC16FBB,1C1181F061C8881535CE19FF4E5F0F06
SRR6399475,2018-09-20 00:09:45,2017-12-20 20:03:13,42912566,12441956656,42912566,289,5551,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399475.sralite.1,SRX3492972,xinexpo05_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776571,SAMN08215999,simple,655179,air metagenome,xinexpo05_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,64812A79D33158DF0A761FCB464C12CC,7CE8C89B232AA5FF4F716C9CDB9133B2
SRR6399701,2018-09-20 00:09:39,2017-12-20 23:15:27,43394088,12550828081,43394088,289,5535,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399701.sralite.1,SRX3492746,xinexpo05_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776349,SAMN08216015,simple,655179,air metagenome,xinexpo05_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,FEEBBCE041794EF3D31780DD739E57A9,355C13AAEC3B953BFDB8AA5DE58FBF9E
SRR6399700,2018-09-20 00:09:39,2017-12-20 23:37:38,48062723,13951901660,48062723,290,6075,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399700.sralite.1,SRX3492747,xinexpo05_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776351,SAMN08215979,simple,655179,air metagenome,xinexpo05_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,6DCBF6648299A21FDC4F48ED9C5BCF84,B61DA20844573EEDDC73586EBBF49C07
SRR6399631,2018-09-20 00:09:41,2017-12-20 21:47:44,47983925,13865711534,47983925,288,6227,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399631.sralite.1,SRX3492816,xinexpo06_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776419,SAMN08216097,simple,655179,air metagenome,xinexpo06_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,DA2F7156A5485369FCF6B3B39C548C70,D9A793918E275B14C49544DB9543C383
SRR6399901,2018-09-20 00:09:49,2017-12-21 02:44:18,50837734,14951133296,50837734,294,6582,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399901.sralite.1,SRX3493113,xinexpo06_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776715,SAMN08216118,simple,655179,air metagenome,xinexpo06_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,F0E08E0F40D93595492F6693A79FA942,24E8080C877D028ABD11D4FFBE1837A5
SRR6399531,2018-09-20 00:09:44,2017-12-20 20:37:09,47392897,13991438433,47392897,295,6000,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399531.sralite.1,SRX3492916,xinexpo06_I5,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776517,SAMN08216046,simple,655179,air metagenome,xinexpo06_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,73E2D98869B8F4FB36C14F776C6AA75B,332EECF57325F204A4C210C34D161FD7
SRR6399827,2018-09-20 00:09:50,2017-12-21 02:05:42,53962632,15920874387,53962632,295,6894,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399827.sralite.1,SRX3493187,xinexpo06_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776787,SAMN08216068,simple,655179,air metagenome,xinexpo06_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,D9ACB39206243CD1A92F2D5C086B041B,05DC0CB686CFD440CA6CB08FA587490C
SRR6399532,2018-09-20 00:09:44,2017-12-20 20:53:18,53683612,15788135140,53683612,294,6462,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399532.sralite.1,SRX3492915,xinexpo07_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776514,SAMN08216045,simple,655179,air metagenome,xinexpo07_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,9956AAB1730926DA4DC048E8A20EB903,EB2A90A1E07619570BC0DAB82FC1E5B1
SRR6399824,2018-09-20 00:09:50,2017-12-21 01:34:16,51664820,15224594176,51664820,294,6272,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399824.sralite.1,SRX3493190,xinexpo07_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776791,SAMN08216063,simple,655179,air metagenome,xinexpo07_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,C39C69C075D2C82C15E320A0F5C0311A,B541613F83F3DA1745A538C676C15431
SRR6399654,2018-09-20 00:09:40,2017-12-21 05:38:57,57516019,16888594354,57516019,293,7028,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399654.sralite.1,SRX3492793,xinexpo07_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776394,SAMN08216010,simple,655179,air metagenome,xinexpo07_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,2764AA3303CF4B2014E401EDA66117AA,AD55A097FDA47466B3C23F257434B5E0
SRR6399897,2018-09-20 00:09:49,2017-12-21 02:49:48,50648673,14901464178,50648673,294,6387,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR006/399/SRR6399897.sralite.1,SRX3493117,xinexpo08_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776717,SAMN08216114,simple,655179,air metagenome,xinexpo08_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,C4268097DDEC6F77B634CEB083E05F90,128E0851D9BCBE8F36603556F5816252
SRR6399733,2018-09-20 00:09:38,2017-12-20 23:51:18,44674970,13083728850,44674970,292,5704,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399733.sralite.1,SRX3492714,xinexpo08_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776315,SAMN08216129,simple,655179,air metagenome,xinexpo08_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,D960974B195706B55B2C781448457059,03B33DEA038D243ADB704653F701E144
SRR6399634,2018-09-20 00:09:41,2017-12-20 21:41:14,44950850,13176542114,44950850,293,5794,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399634.sralite.1,SRX3492813,xinexpo08_I5,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776412,SAMN08216094,simple,655179,air metagenome,xinexpo08_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,A22F753D298F9AF844D43E51F673699E,B43F8EE9F80801A39034FC97EE405CA1
SRR6399898,2018-09-20 00:09:49,2017-12-21 01:48:52,53675409,15661279738,53675409,291,6505,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399898.sralite.1,SRX3493116,xinexpo08_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776716,SAMN08216113,simple,655179,air metagenome,xinexpo08_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,504A9CC844B44A69D1ED6B2E967456DA,482CAD6A74EB5BF684686AEB1D809ADC
SRR6399482,2018-09-20 00:09:45,2017-12-20 20:29:47,38130900,11286867454,38130900,296,4597,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399482.sralite.1,SRX3492965,xinexpo09_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776563,SAMN08215998,simple,655179,air metagenome,xinexpo09_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,245717610746C8F567402E3A9BF2B1C0,036D7AE5137373F1A2C4F47F94AE72B6
SRR6399906,2018-09-20 00:09:48,2017-12-21 02:50:05,45591003,13383941674,45591003,293,5689,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399906.sralite.1,SRX3493108,xinexpo09_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776708,SAMN08216029,simple,655179,air metagenome,xinexpo09_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,6CDDD8F9F51B4B9D8D0D351025C916BE,BF49FDB7CD55DC4425234355BB2FFA98
SRR6399536,2018-09-20 00:09:43,2017-12-20 20:37:12,45664572,13468727557,45664572,294,5637,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399536.sralite.1,SRX3492911,xinexpo09_I6,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776512,SAMN08215990,simple,655179,air metagenome,xinexpo09_I6,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,5F54E256DD12D7098D1CFDB1918F4CDF,BDB759B1766A2F904CD0BB81BE632996
SRR6399575,2018-09-20 00:09:42,2017-12-20 20:21:58,44089463,12993559010,44089463,294,5467,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399575.sralite.1,SRX3492872,xinexpo10_I12,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776470,SAMN08216142,simple,655179,air metagenome,xinexpo10_I12,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,1FCDAD988CF137E8E2416A867FDB40D2,6FEDC14F24FD45E78DE1A1AF1D93E1AA
SRR6399843,2018-09-20 00:09:50,2017-12-21 02:19:51,43849046,12935953821,43849046,295,5361,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399843.sralite.1,SRX3493171,xinexpo10_I15,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776768,SAMN08216169,simple,655179,air metagenome,xinexpo10_I15,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,24CD638A916713122182FB49BA3F94D6,F8065FC15C1AACA67EAC15669D3716B5
SRR6399825,2018-09-20 00:09:50,2017-12-21 01:30:29,45848185,13591111886,45848185,296,5519,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR006/399/SRR6399825.sralite.1,SRX3493189,xinexpo10_I5,WGS,cDNA,METATRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP127288,PRJNA421162,,421162,SRS2776790,SAMN08216062,simple,655179,air metagenome,xinexpo10_I5,,,,,,,no,,,,,STANFORD UNIVERSITY,SRA640713,,public,B8E5A984270AF58CE336B6A141557322,BF91458C88C76554EC283C66D4F54849
